"run","likelihood","gradient","SB0","SBfinal","Nparsonbounds","Lowest.NLL"
"1",1059.52,2.48292e-05,14.5951,9.26723,0,"Best Fit"
"2",1059.52,2.49515e-05,14.5951,9.26723,0,"Best Fit"
"3",1059.52,7.05776e-05,14.5951,9.26723,0,"Best Fit"
"4",1059.52,2.78093e-05,14.5951,9.26723,0,"Best Fit"
"5",1059.52,3.82743e-05,14.5951,9.26723,0,"Best Fit"
"6",1059.52,0.000589181,14.5951,9.26723,0,"Best Fit"
"7",1059.52,2.48292e-05,14.5951,9.26723,0,"Best Fit"
"8",1059.52,4.06802e-05,14.5951,9.26723,0,"Best Fit"
"9",1059.52,8.66022e-05,14.5951,9.26723,0,"Best Fit"
"10",1059.52,3.93459e-06,14.5951,9.26723,0,"Best Fit"
"11",1059.52,0.000208745,14.5951,9.26723,0,"Best Fit"
"12",1059.52,2.48292e-05,14.5951,9.26723,0,"Best Fit"
"13",1059.52,2.10743e-05,14.5951,9.26723,0,"Best Fit"
"14",1059.52,6.20391e-05,14.5951,9.26723,0,"Best Fit"
"15",1059.52,3.78053e-05,14.5951,9.26723,0,"Best Fit"
"16",1059.52,2.05577e-05,14.5951,9.26723,0,"Best Fit"
"17",1059.52,2.48292e-05,14.5951,9.26723,0,"Best Fit"
"18",1059.52,2.10743e-05,14.5951,9.26723,0,"Best Fit"
"19",1059.52,0.000212965,14.5951,9.26723,0,"Best Fit"
"20",1059.52,7.57016e-06,14.5951,9.26723,0,"Best Fit"
"21",1059.52,8.74832e-06,14.5951,9.26723,0,"Best Fit"
"22",1059.52,2.48292e-05,14.5951,9.26723,0,"Best Fit"
"23",1059.52,1.69143e-05,14.5951,9.26723,0,"Best Fit"
"24",1059.52,4.49192e-05,14.5951,9.26723,0,"Best Fit"
"25",1059.52,7.9674e-05,14.5951,9.26723,0,"Best Fit"
"26",1059.52,3.55631e-05,14.5951,9.26723,0,"Best Fit"
"27",1059.52,1.20476e-05,14.5951,9.26723,0,"Best Fit"
"28",1059.52,2.48292e-05,14.5951,9.26723,0,"Best Fit"
"29",1059.52,8.03832e-05,14.5951,9.26723,0,"Best Fit"
"30",1059.52,4.8979e-05,14.5951,9.26723,0,"Best Fit"
"31",1063.33,9.39832e-05,14.6155,9.26578,0,"0"
"32",1059.52,4.24901e-05,14.5951,9.26723,0,"Best Fit"
"33",1059.52,2.48292e-05,14.5951,9.26723,0,"Best Fit"
"34",1059.52,4.23086e-05,14.5951,9.26723,0,"Best Fit"
"35",1059.52,7.66784e-05,14.5951,9.26723,0,"Best Fit"
"36",1059.52,1.05747e-05,14.5951,9.26723,0,"Best Fit"
"37",1059.52,3.01413e-05,14.5951,9.26723,0,"Best Fit"
"38",1059.52,2.48292e-05,14.5951,9.26723,0,"Best Fit"
"39",1059.52,0.000122067,14.5951,9.26723,0,"Best Fit"
"40",1059.52,8.66022e-05,14.5951,9.26723,0,"Best Fit"
"41",1059.52,8.96612e-05,14.5951,9.26723,0,"Best Fit"
"42",1059.52,0.000114319,14.5951,9.26723,0,"Best Fit"
"43",1059.52,2.48292e-05,14.5951,9.26723,0,"Best Fit"
"44",1059.52,6.11991e-05,14.5951,9.26723,0,"Best Fit"
"45",1059.52,6.36171e-05,14.5951,9.26723,0,"Best Fit"
"46",1059.52,0.000122279,14.5951,9.26723,0,"Best Fit"
"47",1059.52,7.28149e-05,14.5951,9.26723,0,"Best Fit"
"48",1059.52,3.29568e-05,14.5951,9.26723,0,"Best Fit"
"49",1059.52,0.000285907,14.5951,9.26723,0,"Best Fit"
"50",1059.52,5.26887e-05,14.5951,9.26723,0,"Best Fit"
"51",1059.52,0.000220562,14.5951,9.26723,0,"Best Fit"
"52",1059.52,5.3576e-05,14.5951,9.26723,0,"Best Fit"
"53",1059.52,4.854e-05,14.5951,9.26723,0,"Best Fit"
"54",1059.52,3.29568e-05,14.5951,9.26723,0,"Best Fit"
"55",1059.52,6.3917e-05,14.5951,9.26723,0,"Best Fit"
"56",1059.52,4.35882e-05,14.5951,9.26723,0,"Best Fit"
"57",1059.52,2.78861e-05,14.5951,9.26723,0,"Best Fit"
"58",1059.52,1.70054e-05,14.5951,9.26723,0,"Best Fit"
"59",1059.52,3.29568e-05,14.5951,9.26723,0,"Best Fit"
"60",1059.52,3.15569e-05,14.5951,9.26723,0,"Best Fit"
"61",1059.52,0.000153049,14.5951,9.26723,0,"Best Fit"
"62",1059.52,6.69607e-05,14.5951,9.26723,0,"Best Fit"
"63",1145.4,8.82507e-05,15.0749,8.40269,1,"0"
"64",1059.52,3.29568e-05,14.5951,9.26723,0,"Best Fit"
"65",1059.52,0.000304817,14.5951,9.26723,0,"Best Fit"
"66",1059.52,5.26887e-05,14.5951,9.26723,0,"Best Fit"
"67",1059.52,0.000134971,14.5951,9.26723,0,"Best Fit"
"68",1059.52,0.000115627,14.5951,9.26723,0,"Best Fit"
"69",1059.52,0.00024602,14.5951,9.26723,0,"Best Fit"
"70",1123.7,3.71624e-06,15.2104,8.28713,0,"0"
"71",1059.52,0.000244108,14.5951,9.26723,0,"Best Fit"
"72",1059.52,6.38092e-06,14.5951,9.26723,0,"Best Fit"
"73",1059.52,0.000445922,14.5951,9.26723,0,"Best Fit"
"74",1059.52,0.000149502,14.5951,9.26723,0,"Best Fit"
"75",1059.52,4.88865e-05,14.5951,9.26723,0,"Best Fit"
"76",1059.52,5.56782e-05,14.5951,9.26723,0,"Best Fit"
"77",1059.52,1.05747e-05,14.5951,9.26723,0,"Best Fit"
"78",1059.52,5.69806e-05,14.5951,9.26723,0,"Best Fit"
"79",1059.52,0.000109506,14.5951,9.26723,0,"Best Fit"
"80",1059.52,5.13194e-05,14.5951,9.26723,0,"Best Fit"
"81",1059.52,1.46176e-05,14.5951,9.26723,0,"Best Fit"
"82",1059.52,2.213e-05,14.5951,9.26723,0,"Best Fit"
"83",1059.52,6.25597e-05,14.5951,9.26723,0,"Best Fit"
"84",1059.52,5.3576e-05,14.5951,9.26723,0,"Best Fit"
"85",1059.52,4.99128e-05,14.5951,9.26723,0,"Best Fit"
"86",1063.33,0.000184718,14.6155,9.26578,0,"0"
"87",1059.52,0.000153947,14.5951,9.26723,0,"Best Fit"
"88",1059.52,8.78804e-06,14.5951,9.26723,0,"Best Fit"
"89",1059.52,1.19285e-05,14.5951,9.26723,0,"Best Fit"
"90",1059.52,2.11174e-05,14.5951,9.26723,0,"Best Fit"
"91",1059.52,8.83686e-05,14.5951,9.26723,0,"Best Fit"
"92",1063.33,3.62197e-05,14.6155,9.26578,0,"0"
"93",1059.52,3.08004e-05,14.5951,9.26723,0,"Best Fit"
"94",1059.52,0.000260232,14.5951,9.26723,0,"Best Fit"
"95",1059.52,5.56709e-05,14.5951,9.26723,0,"Best Fit"
"96",1059.52,1.43996e-05,14.5951,9.26723,0,"Best Fit"
"97",1059.52,1.17712e-05,14.5951,9.26723,0,"Best Fit"
"98",1059.52,7.25322e-05,14.5951,9.26723,0,"Best Fit"
"99",1059.52,1.17953e-05,14.5951,9.26723,0,"Best Fit"
"100",1059.52,3.4471e-05,14.5951,9.26723,0,"Best Fit"
